like,0.52324772221452487
attr,0.4027817849104055
id,0.36640926564967052
prob,0.24240782000637071
int_corr,0.17671728618547722
fun,0.1548987756697813
gender,0.1485935066607241
intel3_1,0.13104340398794564
race,0.098338704461498769
satis_2,0.090794476294011869
numdat_2,0.080004094346300098
exphappy,0.074652222097847068
yoga,0.069171061935026784
tv,0.063433088311798419
art,0.062901816962328369
clubbing,0.058287463051014655
reading,0.056802839767564839
prob_o,0.055869892037746803
intel3_2,0.054659168711416538
dining,0.047834661552985963
sinc_o,0.046669236005497022
round,0.045955738146515657
amb3_1,0.034257707763316415
fun1_2,0.028011852859854948
tvsports,0.026128901462041686
amb3_2,0.019426445858314531
intel,0.0037331513336765977
intel_o,-0.0014601780255828402
samerace,-0.023961544028793386
exercise,-0.035325738498233769
imprace,-0.042013008441832651
goal,-0.046229822072488956
sports,-0.051518703922946489
race_o,-0.051726004938013076
attr3_2,-0.055196468832213866
sinc3_2,-0.061676032871630988
museums,-0.076215069212038661
shopping,-0.077619641709078993
movies,-0.079941772608027428
sinc3_1,-0.092079225284987409
amb,-0.099406672342303659
fun3_1,-0.1019464197069426
fun3_2,-0.10777303840007538
attr_o,-0.11896088659067605
attr3_1,-0.13383398768755264
sinc,-0.13799055973469093
idg,-0.17745427250085918
met_o,-0.28635169775384711
condtn,-0.62312522431055628
